233,7,1,0,29,1611003553
233,7,1,0,29,1611002643
231,7,1,0,29,1611001718
231,7,1,0,29,1611000796
230,7,1,0,29,1610999866
230,7,1,0,29,1610998953
230,7,1,0,29,1610998041
230,7,1,0,29,1610997093
230,7,1,0,29,1610996145
229,7,1,0,28,1610995220
228,7,1,0,27,1610994287
226,7,1,0,27,1610993356
224,7,1,0,27,1610992421
224,7,1,0,27,1610991486
220,7,1,0,27,1610990564
219,6,1,0,27,1610989665
216,6,1,0,27,1610988694
214,6,1,0,27,1610987766
211,6,1,0,26,1610986822
209,6,1,0,25,1610985890
206,6,1,0,25,1610984995
200,6,1,0,24,1610984058
196,6,1,0,24,1610983141
193,6,1,0,24,1610982225
190,6,1,0,24,1610981312
186,5,1,0,22,1610980417
181,5,1,0,22,1610979510
176,5,1,0,22,1610978605
170,5,1,0,22,1610977655
158,5,1,0,21,1610976733
152,4,1,0,21,1610975845
147,4,1,0,21,1610974957
138,4,1,0,19,1610974076
127,4,1,0,17,1610973152
119,3,1,0,17,1610972263
115,3,1,0,15,1610971371
99,1,1,0,14,1610970476
90,1,1,0,14,1610969595
79,1,1,0,14,1610968710
66,1,1,0,12,1610967831
54,1,1,0,11,1610966941
42,1,1,0,6,1610966060
26,1,0,0,4,1610965180
3,0,0,0,0,1610964285
