550,22,7,5,42,1611022796
539,20,7,5,42,1611021910
525,19,7,5,42,1611020962
513,17,7,5,42,1611020036
500,17,7,4,42,1611019127
485,17,7,3,42,1611018200
472,17,7,3,41,1611017279
464,17,7,3,41,1611016386
457,17,7,3,41,1611015480
453,17,7,3,41,1611014554
446,17,7,3,41,1611013637
439,17,7,3,40,1611012733
430,17,7,3,40,1611011809
425,17,7,3,40,1611010908
421,17,7,3,40,1611009985
416,17,7,3,40,1611009059
414,17,7,3,40,1611008144
413,17,7,3,40,1611007236
413,17,7,3,40,1611006318
412,17,7,3,39,1611005400
411,17,7,3,39,1611004474
410,17,7,3,39,1611003558
409,17,7,3,39,1611002642
409,17,7,3,39,1611001714
406,17,7,3,39,1611000790
406,17,7,3,39,1610999869
406,17,7,3,39,1610998969
405,17,7,3,39,1610998055
402,17,7,3,39,1610997104
398,17,7,3,39,1610996149
396,17,7,3,39,1610995213
389,16,7,3,38,1610994289
389,16,7,3,38,1610993370
384,15,7,3,37,1610992425
379,15,7,3,37,1610991482
372,15,6,3,36,1610990572
360,15,4,3,35,1610989655
351,15,4,3,34,1610988708
344,15,4,3,34,1610987763
329,14,4,2,34,1610986838
311,14,4,2,34,1610985887
297,14,4,2,34,1610984982
275,13,4,2,31,1610984056
266,11,4,2,28,1610983145
250,9,4,2,27,1610982234
222,9,4,1,27,1610981322
195,7,0,1,24,1610980422
176,7,0,1,23,1610979521
162,7,0,0,23,1610978586
152,5,0,0,22,1610977633
142,5,0,0,19,1610976727
128,4,0,0,18,1610975846
107,3,0,0,15,1610974955
85,2,0,0,10,1610974074
62,1,0,0,6,1610973164
25,0,0,0,2,1610972273
