20490,189,41,232,3713,1611009058
20431,189,41,231,3703,1611008143
20393,188,41,230,3697,1611007235
20341,188,41,230,3695,1611006317
20308,188,41,229,3691,1611005399
20286,187,41,229,3689,1611004474
20262,187,41,227,3686,1611003557
20237,187,41,227,3681,1611002641
20206,187,41,226,3679,1611001713
20175,186,41,225,3674,1611000790
20137,186,41,223,3670,1610999868
20108,186,41,222,3668,1610998969
20060,186,41,221,3662,1610998055
20007,185,41,220,3658,1610997104
19940,183,41,216,3649,1610996149
19858,182,41,214,3644,1610995213
19775,181,41,213,3636,1610994288
19667,179,41,212,3617,1610993369
19553,178,41,211,3600,1610992424
19400,177,41,210,3581,1610991481
19225,175,41,210,3562,1610990572
19024,173,40,210,3528,1610989654
18743,170,39,206,3479,1610988708
18434,168,38,202,3443,1610987762
18040,164,38,198,3387,1610986837
17613,161,36,192,3324,1610985886
17138,157,36,190,3262,1610984982
16609,153,36,181,3191,1610984055
16044,143,33,178,3105,1610983144
15481,139,30,171,2983,1610982233
14750,136,27,164,2872,1610981321
14005,129,25,160,2742,1610980421
13158,115,22,148,2602,1610979520
12130,105,21,138,2422,1610978585
11032,89,18,119,2230,1610977633
9973,77,14,108,2028,1610976727
8822,66,12,96,1841,1610975845
7595,52,10,81,1577,1610974954
5914,41,8,70,1266,1610974073
3610,27,3,43,836,1610973163
325,6,1,11,136,1610972272
