11961,40,8,20,603,1611061558
11746,39,8,20,596,1611060624
11521,38,8,20,579,1611059646
11282,35,8,20,571,1611058689
11055,34,8,20,560,1611057782
10760,34,8,20,551,1611056872
10418,34,8,20,539,1611055937
10076,32,8,19,525,1611055020
9712,31,8,19,506,1611054122
9297,29,8,19,489,1611053205
8814,29,8,17,468,1611052316
8382,27,8,15,448,1611051422
7860,26,8,15,424,1611050537
7304,24,8,14,394,1611049660
6692,22,8,14,359,1611048783
6094,22,8,13,318,1611047896
5343,21,8,13,277,1611047017
4661,17,7,12,252,1611046130
3761,15,5,11,208,1611045236
2789,10,5,7,155,1611044362
1798,6,3,6,103,1611043479
371,2,2,2,35,1611042611
