300760,8044,27502,1897,60245,1610998057
299626,8017,27413,1894,60063,1610997094
298353,7976,27315,1891,59876,1610996151
296846,7923,27166,1887,59624,1610995213
294836,7868,27023,1883,59358,1610994301
292143,7804,26862,1875,59016,1610993367
288989,7739,26656,1857,58560,1610992420
284596,7641,26357,1848,57955,1610991494
278983,7521,26032,1826,57270,1610990572
272089,7369,25634,1796,56401,1610989663
262736,7189,25085,1766,55234,1610988717
252700,6967,24361,1735,53893,1610987788
240476,6663,23527,1695,52191,1610986836
226900,6321,22508,1640,50071,1610985887
212917,5981,21442,1554,47980,1610984982
197805,5665,20286,1468,45622,1610984059
186344,5326,19013,1385,43092,1610983141
173205,4934,17624,1292,40248,1610982233
157920,4543,16138,1191,36984,1610981323
141709,4093,14543,1083,33609,1610980425
123623,3586,12882,946,29724,1610979516
105365,3057,11121,810,25774,1610978598
85793,2517,9172,652,21573,1610977638
67462,2048,7378,524,17528,1610976734
49691,1546,5619,410,13689,1610975849
33694,1071,3828,277,9587,1610974961
17443,557,1795,128,5107,1610974074
2090,60,94,10,611,1610973164
