62396,379,495,34,7511,1611024651
61723,374,492,34,7447,1611023725
61071,371,487,34,7398,1611022811
60360,370,482,34,7336,1611021895
59739,365,473,34,7284,1611020975
59103,368,473,34,7230,1611020045
58424,369,468,34,7181,1611019118
57811,367,468,34,7136,1611018205
57189,362,460,34,7082,1611017286
56633,360,458,34,7040,1611016383
56088,359,452,34,6976,1611015471
55556,355,448,34,6936,1611014548
55104,353,445,34,6904,1611013634
54652,350,441,33,6869,1611012726
54325,350,441,33,6849,1611011806
54006,350,439,33,6828,1611010905
53759,348,439,33,6817,1611009970
53565,348,439,33,6804,1611009055
53418,348,437,33,6796,1611008146
53297,347,435,33,6788,1611007249
53205,346,435,32,6777,1611006302
53122,346,435,32,6769,1611005410
53053,346,435,32,6764,1611004486
52994,346,435,32,6761,1611003565
52915,345,433,32,6755,1611002643
52852,345,433,32,6751,1611001721
52759,344,431,32,6749,1611000800
52664,344,431,32,6741,1610999858
52556,344,431,32,6734,1610998965
52442,344,431,32,6727,1610998048
52313,344,430,31,6716,1610997109
52127,344,428,31,6703,1610996139
51909,344,428,30,6680,1610995216
51676,342,426,30,6660,1610994287
51416,345,426,30,6638,1610993363
51073,343,425,30,6610,1610992444
50644,340,425,30,6578,1610991506
50168,337,422,30,6534,1610990563
49526,335,420,29,6474,1610989662
48694,330,414,28,6397,1610988710
47712,322,410,28,6297,1610987766
46561,316,406,28,6163,1610986831
45024,310,399,26,6020,1610985890
43240,311,388,24,5828,1610984992
41151,301,374,22,5621,1610984052
38621,292,362,21,5384,1610983133
35895,279,335,17,5120,1610982230
33818,264,318,16,4857,1610981328
31548,245,302,16,4534,1610980418
28948,230,287,16,4210,1610979504
26590,208,272,15,3894,1610978589
24136,191,247,13,3572,1610977658
21570,167,231,10,3262,1610976743
18774,148,212,10,2869,1610975848
15664,137,199,10,2451,1610974955
12405,121,168,9,2003,1610974072
8780,94,137,9,1509,1610973166
4554,59,101,5,892,1610972267
559,16,19,2,124,1610971371
