1176,13,12,2,156,1611008152
1173,13,12,2,155,1611007235
1170,13,12,2,154,1611006299
1169,13,12,2,154,1611005390
1166,13,12,2,154,1611004472
1163,13,12,2,154,1611003560
1161,13,12,2,154,1611002641
1158,13,12,2,153,1611001716
1157,13,12,2,152,1611000790
1156,13,12,2,152,1610999865
1152,13,12,2,152,1610998954
1143,13,12,2,151,1610998058
1134,13,12,2,151,1610997095
1125,13,12,2,149,1610996152
1117,13,12,2,149,1610995214
1112,13,12,2,149,1610994302
1104,13,12,2,148,1610993368
1092,13,12,2,146,1610992421
1077,13,10,2,145,1610991495
1055,13,10,2,143,1610990573
1033,13,10,1,139,1610989664
986,13,10,1,136,1610988718
939,13,10,1,133,1610987790
895,13,10,1,131,1610986837
834,13,8,1,126,1610985888
778,11,8,0,122,1610984983
717,11,8,0,116,1610984060
666,11,8,0,110,1610983142
598,11,8,0,107,1610982234
547,11,8,0,102,1610981324
483,11,8,0,90,1610980426
417,11,8,0,86,1610979517
348,9,6,0,80,1610978599
285,8,4,0,68,1610977639
232,7,2,0,59,1610976735
180,5,0,0,50,1610975850
107,2,0,0,33,1610974962
35,0,0,0,17,1610974075
