2808,71,20,50,718,1610995211
2795,71,20,50,719,1610994297
2783,69,20,50,717,1610993360
2776,68,20,48,716,1610992423
2767,67,19,48,715,1610991482
2759,67,18,47,712,1610990561
2734,67,18,47,708,1610989660
2724,67,18,47,704,1610988708
2707,67,18,47,699,1610987772
2687,67,18,46,695,1610986844
2653,67,18,45,693,1610985889
2623,66,17,44,687,1610984984
2588,65,17,43,680,1610984055
2555,65,17,43,672,1610983138
2515,63,17,42,666,1610982239
2462,63,17,42,659,1610981315
2419,61,16,42,655,1610980421
2360,58,16,41,642,1610979517
2311,56,15,41,631,1610978599
2266,56,15,38,618,1610977644
2212,53,15,35,603,1610976726
2153,51,15,34,590,1610975846
2093,50,15,33,582,1610974953
2030,48,14,32,569,1610974064
1938,47,14,31,554,1610973150
1844,41,13,31,538,1610972254
1753,38,13,28,521,1610971362
1639,34,13,27,495,1610970477
1532,28,12,27,469,1610969586
1423,27,10,25,440,1610968707
1334,25,10,24,420,1610967828
1208,22,10,21,383,1610966932
1082,20,9,20,347,1610966065
912,17,8,15,298,1610965175
687,14,7,13,231,1610964278
415,7,3,10,165,1610963399
26,0,0,1,23,1610962527
