1400,128,5,2,196,1611077943
1387,128,5,2,196,1611076999
1375,126,5,2,196,1611076076
1353,124,5,2,194,1611075040
1327,121,5,2,193,1611074075
1309,117,5,1,191,1611073131
1288,116,5,1,189,1611072183
1256,114,5,1,185,1611071250
1226,113,5,1,183,1611070307
1194,111,5,1,179,1611069395
1149,111,5,1,176,1611068454
1107,108,5,1,172,1611067527
1056,103,4,1,168,1611066603
860,78,3,1,147,1611062567
812,72,3,1,139,1611061573
771,71,3,1,129,1611060642
718,64,3,1,124,1611059650
663,60,3,1,118,1611058697
601,50,3,1,107,1611057781
540,45,2,1,98,1611056878
478,38,2,1,94,1611055955
408,30,1,1,79,1611055024
335,24,1,1,68,1611054130
241,17,1,1,46,1611053240
117,9,0,1,25,1611052325
