60177,95,46,100,2790,1610992332
59356,93,46,99,2770,1610991391
58482,92,46,99,2745,1610990476
57398,91,44,98,2699,1610989561
56157,91,43,98,2658,1610988606
54545,85,43,95,2602,1610987673
52911,83,41,94,2545,1610986732
51048,81,39,89,2464,1610985800
48631,79,39,85,2383,1610984890
46272,77,39,84,2295,1610983960
43983,75,37,82,2198,1610983051
42066,75,37,78,2110,1610982137
40264,74,36,75,2016,1610981224
38503,69,36,69,1918,1610980324
36651,64,32,65,1826,1610979408
34930,62,31,61,1743,1610978500
33034,58,31,55,1638,1610977545
31067,56,29,54,1538,1610976638
28868,54,29,50,1439,1610975753
26984,52,29,47,1348,1610974867
24802,47,27,46,1259,1610973978
22395,42,27,45,1160,1610973066
19718,39,25,44,1074,1610972169
17291,36,25,39,985,1610971274
14784,33,25,36,887,1610970378
12465,28,21,30,762,1610969501
10556,18,21,28,647,1610968617
8187,13,19,21,517,1610967736
5342,10,12,17,364,1610966859
2542,4,8,8,199,1610965971
