20,0,0,0,3,1611059565
20,0,0,0,3,1611058612
19,0,0,0,2,1611057683
18,0,0,0,2,1611056788
17,0,0,0,2,1611055849
16,0,0,0,2,1611054938
14,0,0,0,2,1611054032
14,0,0,0,2,1611053127
12,0,0,0,2,1611052239
8,0,0,0,1,1611051345
4,0,0,0,1,1611050466
1,0,0,0,0,1611049587
